candidate_id,title,production_score,production_score_norm,behavior_score,final_score,jd_score_norm,production_evidence_norm,semantic_score,final_score_v2,professional_score_norm,final_score_v3
CAND_0000001,Backend Engineer,0,0.0,0.4454943240454076,0.08909886480908152,0.0,0.21052631578947367,0.43511003,0.3933085766507376,0.2631578947368421,0.36962812035051784
CAND_0000002,Operations Manager,1,0.08333333333333333,0.284468008255934,0.12356026831785347,0.08333333333333333,0.10526315789473684,0.5939284,0.40335723240663396,0.3684210526315789,0.39816204495523494
CAND_0000003,Customer Support,0,0.0,0.399968008255934,0.0799936016511868,0.0,0.0,0.51582325,0.37790202500104164,0.21052631578947367,0.3484265662215197
CAND_0000004,Marketing Manager,1,0.08333333333333333,0.19196800825593396,0.10506026831785346,0.08333333333333333,0.10526315789473684,0.5028643,0.33007518465806823,0.3684210526315789,0.33861140973661463
CAND_0000005,Accountant,0,0.0,0.33321800825593395,0.0666436016511868,0.0,0.05263157894736842,0.44499838,0.3329909100272707,0.3157894736842105,0.3323564959924411
CAND_0000006,Business Analyst,0,0.0,0.21721800825593396,0.0434436016511868,0.0,0.05263157894736842,0.52438974,0.33788659016871964,0.3157894736842105,0.33511303116490354
CAND_0000007,Civil Engineer,0,0.0,0.3359680082559339,0.06719360165118679,0.0,0.10526315789473684,0.5405003,0.39209317567636354,0.3684210526315789,0.3896657995710186
CAND_0000008,Operations Manager,0,0.0,0.34696800825593394,0.06939360165118678,0.0,0.05263157894736842,0.55999255,0.3946129941680483,0.3157894736842105,0.3817916603248309
CAND_0000009,Mechanical Engineer,0,0.0,0.41721800825593397,0.1084436016511868,0.08333333333333333,0.15789473684210525,0.53819805,0.4258433767636125,0.42105263157894735,0.4274784604408178
CAND_0000010,Data Engineer,1,0.08333333333333333,0.31627812177502584,0.10492229102167183,0.0,0.2631578947368421,0.46737275,0.3812013881176249,0.3684210526315789,0.37917652925126205
CAND_0000011,QA Engineer,0,0.0,0.35258333333333336,0.07051666666666667,0.0,0.2631578947368421,0.51094306,0.41387810652381496,0.3157894736842105,0.39515463136162676
CAND_0000012,Operations Manager,0,0.0,0.17671800825593395,0.035343601651186794,0.0,0.05263157894736842,0.461328,0.2942057181813768,0.3157894736842105,0.299763330594797
CAND_0000013,Civil Engineer,0,0.0,0.2867389060887513,0.05734778121775026,0.0,0.10526315789473684,0.5821552,0.3981519172361392,0.3157894736842105,0.3834941949483903
CAND_0000014,Frontend Engineer,0,0.0,0.403968008255934,0.0807936016511868,0.0,0.2631578947368421,0.52232385,0.4349839048326569,0.2631578947368421,0.4020268039486849
CAND_0000015,Software Engineer,0,0.0,0.32096800825593397,0.0891936016511868,0.08333333333333333,0.3157894736842105,0.4922549,0.4055757536402428,0.3684210526315789,0.39819659580399497
CAND_0000016,Accountant,0,0.0,0.44052244582043343,0.11310448916408669,0.08333333333333333,0.2631578947368421,0.4478807,0.40872865535821706,0.47368421052631576,0.42349341786313727
CAND_0000017,Accountant,0,0.0,0.21246800825593395,0.06749360165118679,0.08333333333333333,0.15789473684210525,0.56925577,0.3799472344715898,0.42105263157894735,0.3887140436269674
CAND_0000018,Frontend Engineer,0,0.0,0.368968008255934,0.0737936016511868,0.0,0.21052631578947367,0.52978694,0.4176891378293466,0.2631578947368421,0.38836730613551024
CAND_0000019,Project Manager,0,0.0,0.19396800825593397,0.038793601651186796,0.0,0.05263157894736842,0.5509427,0.34418807775760213,0.3157894736842105,0.3399217212360095
CAND_0000020,Mechanical Engineer,1,0.08333333333333333,0.39071800825593395,0.14481026831785346,0.08333333333333333,0.10526315789473684,0.5460088,0.4112724467067896,0.3684210526315789,0.4055567193755916
CAND_0000021,Project Manager,0,0.0,0.31635474716202266,0.06327094943240454,0.0,0.47368421052631576,0.5919376,0.4856120670370273,0.15789473684210525,0.41849530636439997
CAND_0000022,Mechanical Engineer,1,0.08333333333333333,0.221218008255934,0.11091026831785347,0.08333333333333333,0.05263157894736842,0.5234016,0.33859252726817646,0.2631578947368421,0.32519146207476307
CAND_0000023,Software Engineer,0,0.0,0.5085515995872033,0.10171031991744067,0.0,0.15789473684210525,0.5014682,0.43487851804963573,0.2631578947368421,0.404040962014528
CAND_0000024,HR Manager,1,0.08333333333333333,0.5065312177502579,0.16797291021671823,0.08333333333333333,0.10526315789473684,0.500041,0.4230325009018275,0.3684210526315789,0.41612289780679745
CAND_0000025,Frontend Engineer,0,0.0,0.44221800825593394,0.0884436016511868,0.0,0.21052631578947367,0.5220972,0.4358192508111428,0.2631578947368421,0.403603893540715
CAND_0000026,Graphic Designer,1,0.08333333333333333,0.3367180082559339,0.15901026831785345,0.16666666666666666,0.21052631578947367,0.51802725,0.4021342886338662,0.47368421052631576,0.41770618993702074
CAND_0000027,DevOps Engineer,0,0.0,0.5343348813209494,0.1318669762641899,0.08333333333333333,0.15789473684210525,0.49779078,0.4407748035865671,0.2631578947368421,0.40901582922187507
CAND_0000028,Operations Manager,0,0.0,0.401968008255934,0.08039360165118681,0.0,0.15789473684210525,0.49336898,0.39885384147957015,0.3684210526315789,0.39520801940434247
CAND_0000029,Business Analyst,0,0.0,0.29085964912280704,0.05817192982456141,0.0,0.10526315789473684,0.52005774,0.36833939522944,0.3684210526315789,0.37021169758261296
CAND_0000030,Marketing Manager,1,0.08333333333333333,0.4406442208462332,0.1547955108359133,0.08333333333333333,0.10526315789473684,0.42567435,0.366083072367615,0.3684210526315789,0.36990448203015497
CAND_0000031,Recommendation Systems Engineer,3,0.25,0.5788929308565531,0.31577858617131066,0.25,0.5263157894736842,0.4438549,0.5008584862588729,0.6842105263157894,0.5380546627038526
CAND_0000032,.NET Developer,0,0.0,0.4949680082559339,0.12399360165118678,0.08333333333333333,0.21052631578947367,0.43772343,0.40945737964014517,0.21052631578947367,0.3725155867749077
CAND_0000033,Graphic Designer,0,0.0,0.17702528379772964,0.060405056759545925,0.08333333333333333,0.15789473684210525,0.5449471,0.35716007639010994,0.3684210526315789,0.35960357710796004
CAND_0000034,Business Analyst,1,0.08333333333333333,0.16946800825593394,0.10056026831785345,0.08333333333333333,0.10526315789473684,0.47758284,0.3106844551115213,0.3684210526315789,0.32287382609937704
CAND_0000035,Full Stack Developer,0,0.0,0.25221800825593393,0.05044360165118679,0.0,0.21052631578947367,0.43062398,0.3330826548228692,0.21052631578947367,0.30898831288155143
CAND_0000036,Project Manager,0,0.0,0.44496800825593397,0.0889936016511868,0.0,0.10526315789473684,0.47655225,0.3928191580562769,0.3684210526315789,0.39133658547494926
CAND_0000037,Business Analyst,0,0.0,0.5182180082559339,0.10364360165118679,0.0,0.10526315789473684,0.5045014,0.4287687352447687,0.3684210526315789,0.4208287561664394
CAND_0000038,Java Developer,0,0.0,0.3465092879256966,0.09430185758513931,0.08333333333333333,0.21052631578947367,0.4989901,0.39555309388622784,0.2631578947368421,0.37043388079748063
CAND_0000039,Marketing Manager,0,0.0,0.38446800825593397,0.0768936016511868,0.0,0.10526315789473684,0.46217674,0.36748140414049013,0.3684210526315789,0.3704613912830166
CAND_0000040,Customer Support,0,0.0,0.46621800825593396,0.11824360165118679,0.08333333333333333,0.05263157894736842,0.4971633,0.3989733661391786,0.3157894736842105,0.38647245790173523
CAND_0000041,Operations Manager,0,0.0,0.314468008255934,0.0628936016511868,0.0,0.10526315789473684,0.561592,0.39618902547647344,0.3684210526315789,0.3927274794111065
CAND_0000042,HR Manager,1,0.08333333333333333,0.2892180082559339,0.14951026831785344,0.16666666666666666,0.15789473684210525,0.47295734,0.35482302127674265,0.42105263157894735,0.3693821760513219
CAND_0000043,Cloud Engineer,0,0.0,0.22946800825593397,0.0458936016511868,0.0,0.42105263157894735,0.52216536,0.41413360782584907,0.42105263157894735,0.41360157230370304
CAND_0000044,Frontend Engineer,0,0.0,0.42520794633642933,0.11004158926728587,0.08333333333333333,0.10526315789473684,0.46828923,0.3827596286266581,0.21052631578947367,0.3515124109634059
CAND_0000045,Project Manager,0,0.0,0.291468008255934,0.0832936016511868,0.08333333333333333,0.15789473684210525,0.59534013,0.4166894162018602,0.42105263157894735,0.4188977919914159
CAND_0000046,Mechanical Engineer,0,0.0,0.34131862745098035,0.06826372549019608,0.0,0.05263157894736842,0.5293864,0.3776151046129941,0.3157894736842105,0.3681368489122735
CAND_0000047,Project Manager,0,0.0,0.32496800825593397,0.0649936016511868,0.0,0.05263157894736842,0.46674725,0.3413903453328661,0.3157894736842105,0.3389935323159884
CAND_0000048,Mobile Developer,0,0.0,0.40621800825593396,0.10624360165118679,0.08333333333333333,0.15789473684210525,0.47920576,0.39304722853496715,0.2631578947368421,0.3695526004499449
CAND_0000049,Mechanical Engineer,0,0.0,0.35146800825593394,0.09529360165118679,0.08333333333333333,0.15789473684210525,0.5265964,0.4003175633271043,0.3684210526315789,0.3958739909219053
CAND_0000050,Business Analyst,0,0.0,0.3486300309597523,0.06972600619195046,0.0,0.15789473684210525,0.45792392,0.36512991613758605,0.3684210526315789,0.3676955023380256
CAND_0000051,Cloud Engineer,0,0.0,0.6404680082559339,0.12809360165118677,0.0,0.10526315789473684,0.48084798,0.45361702633191925,0.21052631578947367,0.4103509357072744
CAND_0000052,Mechanical Engineer,0,0.0,0.31321800825593393,0.08764360165118679,0.08333333333333333,0.05263157894736842,0.5233154,0.36614943311000386,0.3157894736842105,0.3586833114783954
CAND_0000053,Graphic Designer,0,0.0,0.3429161506707946,0.06858323013415893,0.0,0.10526315789473684,0.53658825,0.3922216025755501,0.3684210526315789,0.38983801953428426
CAND_0000054,QA Engineer,0,0.0,0.3697180082559339,0.07394360165118678,0.0,0.10526315789473684,0.48962152,0.37677879407693726,0.21052631578947367,0.346172852883521
CAND_0000055,Full Stack Developer,0,0.0,0.3206034571723426,0.08912069143446852,0.08333333333333333,0.15789473684210525,0.49361327,0.3745666209727987,0.21052631578947367,0.34338565608013283
CAND_0000056,Frontend Engineer,0,0.0,0.4549680082559339,0.09099360165118679,0.0,0.21052631578947367,0.44540423,0.4012977814088296,0.21052631578947367,0.36558790818985526
CAND_0000057,Customer Support,1,0.08333333333333333,0.277968008255934,0.12226026831785347,0.08333333333333333,0.15789473684210525,0.43232274,0.331130720122606,0.3684210526315789,0.3397895163583067
CAND_0000058,HR Manager,0,0.0,0.5452180082559338,0.10904360165118676,0.0,0.15789473684210525,0.45609772,0.4231932108719651,0.3684210526315789,0.4161120119380262
CAND_0000059,Frontend Engineer,0,0.0,0.20271800825593397,0.0405436016511868,0.0,0.21052631578947367,0.51443833,0.3601398311982583,0.3157894736842105,0.3511916796003456
